20H2;May.11.2021;KB5003173;19041.985;19042.985
20H2;April.28.2021;KB5001391;19041.964;19042.964;Preview
20H2;April.13.2021;KB5001330;19041.928;19042.928
20H2;March.29.2021;KB5000842;19041.906;19042.906;Preview
20H2;March.18.2021;KB5001649;19041.870;19042.870;OoB
20H2;March.15.2021;KB5001567;19041.868;19042.868;OoB
20H2;March.9.2021;KB5000802;19041.867;19042.867
20H2;February.24.2021;KB4601382;19041.844;19042.844;Preview
20H2;February.9.2021;KB4601319;19041.804;19042.804
20H2;February.2.2021;KB4598291;19041.789;19042.789;Preview
20H2;January.12.2021;KB4598242;19041.746;19042.746
20H2;December.8.2020;KB4592438;19041.685;19042.685
20H2;November.30.2020;KB4586853;19041.662;19042.662;Preview
20H2;November.19.2020;KB4594440;19041.631;19042.631;OoB
20H2;November.10.2020;KB4586781;19041.630;19042.630
20H2;October.29.2020;KB4580364;19041.610;19042.610;Preview
2004;May.11.2021;KB5003173;19041.985;19042.985
2004;April.28.2021;KB5001391;19041.964;19042.964;Preview
2004;April.13.2021;KB5001330;19041.928;19042.928
2004;March.29.2021;KB5000842;19041.906;19042.906;Preview
2004;March.18.2021;KB5001649;19041.870;19042.870;OoB
2004;March.15.2021;KB5001567;19041.868;19042.868;OoB
2004;March.9.2021;KB5000802;19041.867;19042.867
2004;February.24.2021;KB4601382;19041.844;19042.844;Preview
2004;February.9.2021;KB4601319;19041.804;19042.804
2004;February.2.2021;KB4598291;19041.789;19042.789;Preview
2004;January.12.2021;KB4598242;19041.746;19042.746
2004;December.8.2020;KB4592438;19041.685;19042.685
2004;November.30.2020;KB4586853;19041.662;19042.662;Preview
2004;November.19.2020;KB4594440;19041.631;19042.631;OoB
2004;November.10.2020;KB4586781;19041.630;19042.630
2004;October.29.2020;KB4580364;19041.610;19042.610;Preview
2004;October.13.2020;KB4579311;19041.572
2004;October.1.2020;KB4577063;19041.546;Preview
2004;September.8.2020;KB4571756;19041.508
2004;September.3.2020;KB4571744;19041.488;Preview
2004;August.11.2020;KB4566782;19041.450
2004;July.31.2020;KB4568831;19041.423
2004;July.14.2020;KB4565503;19041.388
2004;June.18.2020;KB4567523;19041.331
2004;June.9.2020;KB4557957;19041.329
1909;May.11.2021;KB5003169;18363.1556
1909;April.22.2021;KB5001396;18363.1533;Preview
1909;April.13.2021;KB5001337;18363.1500
1909;March.25.2021;KB5000850;18363.1474;Preview
1909;March.18.2021;KB5001648;18363.1443;OoB
1909;March.15.2021;KB5001566;18363.1441;OoB
1909;March.9.2021;KB5000808;18363.1440
1909;February.16.2021;KB4601380;18363.1411;Preview
1909;February.11.2021;KB5001028;18363.1379;OoB
1909;February.9.2021;KB4601315;18363.1377
1909;January.21.2021;KB4598298;18363.1350;Preview
1909;January.12.2021;KB4598229;18363.1316
1909;December.8.2020;KB4592449;18362.1256;18363.1256
1909;November.19.2020;KB4594443;18362.1199;18363.1199;OoB
1909;November.19.2020;KB4586819;18362.1237;18363.1237;Preview
1909;November.10.2020;KB4586786;18362.1198;18363.1198
1909;October.20.2020;KB4580386;18362.1171;18363.1171;Preview
1909;October.13.2020;KB4577671;18362.1139;18363.1139
1909;September.16.2020;KB4577062;18362.1110;18363.1110;Preview
1909;September.8.2020;KB4574727;18362.1082;18363.1082
1909;August.20.2020;KB4566116;18362.1049;18363.1049;Preview
1909;August.11.2020;KB4565351;18362.1016;18363.1016
